Property ID,Owner Id,Locality,Plot size,Propertyusagetype,Creation date,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25,IsDefaulter
PT-1014-774796,['a70bbf02-f133-4336-8a31-df2fe8ca7569'],['PLC113'],60.0,NONRESIDENTIAL.COMMERCIAL,2025-03-30,,,,,,,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-775042,['9fe2d9ae-16a3-4bc6-b94d-f727637f2e04'],['PLC156'],200.0,RESIDENTIAL,2020-01-22,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,Yes
PT-1014-775130,['09388f39-d065-4b23-86fb-6e6abd18ae40'],['PLC58'],200.0,RESIDENTIAL,2020-01-22,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,Yes
PT-1014-775203,['f9c85c79-6761-4411-8c43-62100ea7f728'],['PLC108'],215.0,RESIDENTIAL,2020-01-22,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,Yes
PT-1014-775638,['fc37bd2e-3c56-4527-9493-932968ac63a6'],['PLC191'],61.0,MIXED,2020-01-23,,,,,,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-775850,['c5ea03bb-9e64-43fe-971e-0e2f4c93e838'],['PLC74'],122.0,RESIDENTIAL,2020-01-23,,,,,,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-775907,['ef06b7b8-bc56-45d3-900a-3a1c583544eb'],['PLC105'],210.0,RESIDENTIAL,2020-01-23,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,Yes
PT-1014-775914,['08dcb371-c2d7-4a9e-a53b-66709a8a6dd9'],['PLC113'],28.0,NONRESIDENTIAL.COMMERCIAL,2025-05-28,,,,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-776525,['acbb082c-3957-4186-88b4-12413d58c995'],['PLC155'],177.0,RESIDENTIAL,2020-01-24,,,,,,,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-776612,['07fb338d-1606-48a7-8479-245c1453fd6c'],['PLC32'],10.0,NONRESIDENTIAL.COMMERCIAL,2023-05-29,,,,,,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-776750,['acbb082c-3957-4186-88b4-12413d58c995'],['PLC155'],114.0,NONRESIDENTIAL.COMMERCIAL,2020-01-24,,,,,,,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-776820,['3cc9fc19-bcf3-44b5-86b4-17849141c6e8'],['PLC81'],90.0,MIXED,2024-09-06,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-777342,"['9b45d048-90f9-4a3c-802e-0466d6c60a29', '0990165a-7082-4385-a8cf-7e807c27a99f']",['PLC57'],30.0,RESIDENTIAL,2020-01-27,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,Yes
PT-1014-777509,['02d05304-74b8-49d2-b2cd-c8c572575784'],['PLC100'],17.0,NONRESIDENTIAL.COMMERCIAL,2020-01-27,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-777529,['02d05304-74b8-49d2-b2cd-c8c572575784'],['PLC100'],25.0,NONRESIDENTIAL.COMMERCIAL,2020-01-27,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-777682,"['cec58a19-a567-4062-b1ea-a826a717b824', '1838a84f-3c4a-4c96-88b2-9f0bca737206', '45590078-d013-420a-ac44-817bca0bc8d7']",['PLC54'],51.0,NONRESIDENTIAL.COMMERCIAL,2020-01-27,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-778224,['ad766bd0-44e3-422c-8fbf-3fd137da1018'],['PLC143'],130.0,MIXED,2020-01-28,,,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-778339,"['054bed05-5aa1-437b-93e0-c05f4c4d99f0', '76fdff0f-4340-44c1-8280-4ba81f987387']",['PLC163'],17.0,NONRESIDENTIAL.COMMERCIAL,2020-01-28,,,,,,,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-778593,"['9b5a30f0-172b-401e-9dd8-565af03e324c', '67403558-30dd-4964-8cae-1e49925c2aa5', '8369e498-e1c4-417b-a4d7-62877001221a']",['PLC130'],77.0,NONRESIDENTIAL.COMMERCIAL,2021-08-18,,,,,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-778657,['71bd8ad9-da05-4064-871a-be724a4a2a4a'],['PLC24'],80.0,RESIDENTIAL,2020-01-29,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,Yes
PT-1014-778883,['b92a8993-beab-44cd-998d-bacd20a29d12'],['PLC57'],43.5,NONRESIDENTIAL.COMMERCIAL,2024-11-13,,,,,,,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-779243,['2120dea3-f5c3-4b73-a224-04be9eadc813'],['PLC187'],140.0,NONRESIDENTIAL.INDUSTRIAL,2021-03-11,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-779585,"['fd7d08f3-6740-404a-a4ff-4ddf0afbd9aa', '40f6b7d5-8522-4c85-acd3-cd826962a451']",['PLC14'],30.0,NONRESIDENTIAL.COMMERCIAL,2020-01-30,,,,,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-779607,"['7a1e68f5-4aa2-4c12-a4d2-180e1e398168', 'd1aa3874-1bdc-4208-a5b6-7ccad8de35e0']",['PLC14'],56.0,NONRESIDENTIAL.COMMERCIAL,2020-01-30,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-779820,"['b043e953-b256-4e60-9634-565932fd82b3', 'a25b2693-2e7f-4c9b-9c3a-42ed85910d20']",['PLC126'],200.0,NONRESIDENTIAL.COMMERCIAL,2022-03-03,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-779876,['fe9b8ee0-15e8-4467-8121-7e06db1ffd09'],['PLC153'],200.0,RESIDENTIAL,2020-01-30,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,Yes
PT-1014-779998,['fb278308-94c1-4ed4-ae1c-2c54087fedb8'],['PLC14'],16.4,NONRESIDENTIAL.COMMERCIAL,2024-03-30,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-780199,['5d1e660c-a1d9-4273-bf0a-e8584302a809'],['PLC159'],60.0,MIXED,2020-01-30,,,,,,,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-780426,['19052f6b-4d24-4238-a6b0-5be5745271e7'],['PLC157'],220.0,RESIDENTIAL,2020-01-31,,,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-780471,"['86f4cb91-bd20-4f13-b0a9-2beaca76f77c', 'e5cd589d-9520-4b16-888b-bcb487bf40c4']",['PLC52'],162.0,NONRESIDENTIAL.INDUSTRIAL,2020-01-31,,,,,,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-780885,['1898fdab-bad0-4597-b184-6aba19f00ff6'],['PLC31'],187.0,RESIDENTIAL,2020-01-31,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,Yes
PT-1014-781635,['864ec125-089f-4308-a852-893442df6781'],['PLC24'],284.0,MIXED,2024-07-03,,,,,,,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-783192,['c8d52174-d5f6-4279-aac8-691a62952926'],['PLC20'],35.56,NONRESIDENTIAL.COMMERCIAL,2024-07-18,,,,,,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-783257,"['da7a7a3a-6cd7-4e67-bd7c-e31899f66970', '9f1ba7c4-e8d7-4293-b0c7-424c7d3f4dd1']",['PLC82'],400.0,RESIDENTIAL,2020-02-05,,,,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-783276,['f066a2ff-0492-4602-bbb5-f7384e8015cc'],['PLC67'],25.23,NONRESIDENTIAL.COMMERCIAL,2020-02-05,,,,,,,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-783317,"['abacfbcc-da76-4ba7-bdc2-1b308c24119e', '33521903-7bd6-4d9f-997a-1d484c64134f', 'ea21afdd-d37f-4462-8232-7fa3260f74a5', '3566e430-5754-46d5-806c-12ec79ef1114']",['PLC57'],265.5,NONRESIDENTIAL.COMMERCIAL,2020-02-05,,,,,,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-783422,['d3f81cdd-5f81-4029-9a68-51488b358f4e'],['PLC113'],15.35,NONRESIDENTIAL.COMMERCIAL,2020-02-05,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-783473,['4eb2dd91-763f-4a5e-8423-1edbecf2ff73'],['PLC75'],1041.0,NONRESIDENTIAL.INSTITUTIONAL,2020-02-05,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-783514,['95adac98-3b01-43cc-abd1-951487272a4d'],['PLC114'],600.0,RESIDENTIAL,2020-02-05,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
PT-1014-783864,['3184b067-c1a9-4250-8292-0a4a6c21b40e'],['PLC149'],200.0,RESIDENTIAL,2020-02-06,,,,,,,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-784282,"['12373fa2-a162-42f1-af2f-2bdb04b9fcc2', 'd8de341f-0dac-496b-b3d9-525f9baa7cec']",['PLC54'],74.5,NONRESIDENTIAL.COMMERCIAL,2020-02-06,,,,,,,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,"Demand not generated, hence not paid",Yes
PT-1014-784782,['cebfef10-0242-4d47-a7bf-7164bc265137'],['PLC134'],112.0,RESIDENTIAL,2020-02-07,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-785076,"['3b5f195d-8e85-4bd2-882c-fad3da06f924', '41269103-a4ab-4ba6-b5ea-6de16cd43397']",['PLC51'],31.0,NONRESIDENTIAL.COMMERCIAL,2024-02-19,,,,,,,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-785569,['96f93b43-44cf-4b4c-9038-951ca269447b'],['PLC28'],304.0,MIXED,2020-02-07,,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-833962,['a38f5f49-51c1-4bda-ae2d-c6b313cb2a49'],['PLC70'],243.0,RESIDENTIAL,2020-02-10,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-833987,"['586f3b3d-a711-4966-a859-ec6ac103e72a', 'e61195bb-6726-495a-be00-53ea8b7a7900']",['PLC70'],230.0,RESIDENTIAL,2020-02-10,,,,,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-834007,['f8fbd631-136b-4435-ae10-c5d0749e729f'],['PLC70'],170.0,RESIDENTIAL,2020-02-10,,,,,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-835030,['0b6f3876-98c5-4c41-84f6-d271fb03ba53'],['PLC54'],100.0,NONRESIDENTIAL.COMMERCIAL,2023-05-10,,,,,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-835377,['89e93451-22dd-435e-a069-93af4c0ad6ed'],['PLC33'],376.0,MIXED,2025-05-22,,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-835759,['85919f14-a619-4216-a655-cea0748bd2c8'],['PLC57'],20.0,NONRESIDENTIAL.COMMERCIAL,2020-02-11,,,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-835915,['95adac98-3b01-43cc-abd1-951487272a4d'],['PLC68'],146.7,NONRESIDENTIAL.COMMERCIAL,2025-03-23,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
PT-1014-836903,['1e1a17ba-42d3-41da-a502-6826b315c5f2'],['PLC68'],146.7,NONRESIDENTIAL.COMMERCIAL,2024-03-29,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
PT-1014-837244,"['2a4feaa9-53c0-4120-825b-adfeb7500683', '9ec064db-523f-45b7-a68e-e2434c1e777b']",['PLC32'],67.0,NONRESIDENTIAL.COMMERCIAL,2020-02-13,,,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-837279,['99480998-0ed3-4931-9e10-2a58915adab4'],['PLC82'],120.0,RESIDENTIAL,2020-02-13,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-838049,"['1300eb94-97b5-4d2e-a544-e380a8f4f9a6', '2c962f5c-3a92-42e9-a959-77be33d2b7da', 'f96602ad-7907-4a59-b156-0af1b199bb71']",['PLC30'],72.0,RESIDENTIAL,2023-09-23,,,,,,,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-838195,['28e35123-3bf5-457c-9ae5-f0ff877f944e'],['PLC72'],140.0,RESIDENTIAL,2020-02-14,,,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-838449,['af8c6407-b0dd-4a88-a5ec-3f88503b2688'],['PLC113'],30.0,NONRESIDENTIAL.COMMERCIAL,2024-08-12,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-838547,['eb1d61da-f96a-4cb0-8a30-6093e8a7b93b'],['PLC52'],167.0,MIXED,2023-04-06,,,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-839422,"['92d83d38-eb6f-4175-b880-8b9207c009f1', '86529d65-b0f5-444c-886a-79d997ffe4a6', '3364e9f0-6673-48d7-8c6a-6ec612d1bccc']",['PLC114'],300.0,RESIDENTIAL,2020-02-15,,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-839441,['d731b3b2-7964-4308-acd8-7fd96ee62ccd'],['PLC67'],56.0,NONRESIDENTIAL.COMMERCIAL,2020-02-15,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-839950,['f708429d-3aa5-40e6-9eb9-29dd2bde0b3a'],['PLC136'],200.0,RESIDENTIAL,2021-03-17,,,,,,,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-840441,['8474f4f9-a4f6-47b3-8b58-d040e480918e'],['PLC114'],120.0,RESIDENTIAL,2020-02-17,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-840959,['f24ceb28-2410-4ff9-b12b-7902162b5b3c'],['PLC99'],200.0,RESIDENTIAL,2024-04-25,,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-841290,['93fbec49-506c-4669-9ee3-c057a63eab73'],['PLC51'],550.0,NONRESIDENTIAL.COMMERCIAL,2024-09-19,,,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-841861,['1268e50e-ce3f-4a7a-be1f-96eda3bf4179'],['PLC144'],1040.0,NONRESIDENTIAL.INSTITUTIONAL,2020-02-18,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-841949,['118cf633-306c-4e96-aec7-679b2d402786'],['PLC114'],121.0,RESIDENTIAL,2020-02-18,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-842507,['0f2955a7-7d72-4984-92b0-064aaaff90ff'],['PLC31'],,RESIDENTIAL,2020-02-18,,,,,,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,Yes
PT-1014-842728,['05f5295c-e1c9-448f-9d48-2feb8f6fb942'],['PLC72'],84.5,NONRESIDENTIAL.COMMERCIAL,2024-10-16,,,,,,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-843452,['e9499257-c820-4859-92f4-223775f6976d'],['PLC82'],150.0,RESIDENTIAL,2025-03-21,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes
PT-1014-843659,['cee256f1-cab1-4104-a3ae-8365008b4051'],['PLC81'],141.0,RESIDENTIAL,2020-02-19,,,,,,,Yes,Yes,Yes,Yes,No,Yes,Yes
PT-1014-843674,['51d97346-7656-47f0-86cb-fb0efa199d95'],['PLC31'],405.0,RESIDENTIAL,2020-02-19,,,,,,,Yes,Yes,Yes,Yes,No,Yes,Yes
PT-1014-843735,['b13aa9ab-75c2-4316-8100-0499c65cd0c3'],['PLC201'],208.0,MIXED,2020-02-19,,,,,,,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-844318,['c60de74e-9b81-4a92-9aaa-9a3b4e0c5978'],['PLC69'],135.0,RESIDENTIAL,2020-02-20,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
PT-1014-844329,['e32410c3-9302-4dcc-ad39-366e84c7f837'],['PLC15'],106.0,MIXED,2020-02-20,,,,,,,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-844855,"['e40fc3cc-b1ab-4072-857c-b53567e30394', '6f192c33-7fb2-4c2f-9d07-59c29ac4ab32']",['PLC32'],35.5,NONRESIDENTIAL.COMMERCIAL,2020-02-20,,,,,,,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-844922,"['55b1477e-6e82-42b6-a338-9247952c068c', '45230d1b-89a7-4281-9890-0de6bc285f87']",['PLC84'],1946.0,NONRESIDENTIAL.INDUSTRIAL,2023-02-17,,,,,,,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-844989,['a25aaa86-c950-462e-9730-13b59b51cfa7'],['PLC134'],204.0,RESIDENTIAL,2020-02-20,,,,,,,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-845025,['9c38e739-4c20-42a5-93c8-0dab1de76bae'],['PLC57'],57.0,NONRESIDENTIAL.COMMERCIAL,2022-09-06,,,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-845828,['a9c8d43b-6404-45c9-bbcd-7c6103298fda'],['PLC134'],80.0,NONRESIDENTIAL.COMMERCIAL,2020-02-20,,,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-846086,['120a21b3-be1e-4f5e-ad20-6de321b0e490'],['PLC129'],57.0,MIXED,2025-06-04,,,,,,,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-846920,['fcea1e13-8ab0-42a9-9f41-8ad6acf3cf70'],['PLC75'],646.0,NONRESIDENTIAL.COMMERCIAL,2020-02-22,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-847209,['6c43ec05-6782-4e66-b531-d2e1695c9342'],['PLC114'],200.0,NONRESIDENTIAL.COMMERCIAL,2020-02-22,,,,,,Yes,"Demand not generated, hence not paid",No,No,No,No,No,Yes
PT-1014-848179,['b68c6a33-c087-44c3-8f75-5b2ffbff47a6'],['PLC129'],58.0,MIXED,2022-09-27,,,,,,,Yes,Yes,Yes,Yes,No,Yes,Yes
PT-1014-848293,['318b9e93-9f6b-486c-acef-ed8dd0176e86'],['PLC31'],360.0,RESIDENTIAL,2020-02-24,,,,,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-849320,['aa9f834b-c052-493c-a1a0-5509da6fdab2'],['PLC14'],404.0,RESIDENTIAL,2020-02-24,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-849595,['b96ee3bd-3fd7-4e1a-8709-0a340d076b5d'],['PLC154'],160.0,MIXED,2024-10-16,,,,,,,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-849701,['99215648-6f4d-454f-8240-f3c328c6b3c7'],['PLC142'],57.8,NONRESIDENTIAL.COMMERCIAL,2020-02-24,,,,,,,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-849961,['fee608cc-0199-4b6a-8de6-229fee5d3075'],['PLC54'],46.67,NONRESIDENTIAL.COMMERCIAL,2020-02-24,,,,,,,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-850092,['3c5c3828-1820-42fe-b434-709aaaa66a6a'],['PLC81'],260.0,MIXED,2022-12-14,,,,,,,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-850495,['54ff6c72-3ec8-461c-9dbb-54be33bf9617'],['PLC157'],11.0,NONRESIDENTIAL.COMMERCIAL,2020-02-24,,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",No,No,No,No,No,Yes
PT-1014-850547,['8b20e8bf-e8d2-4be4-82e3-d45269cbf184'],['PLC113'],21.0,NONRESIDENTIAL.COMMERCIAL,2020-02-24,,,,,,,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-851442,['4d7549c0-f575-450d-af0c-04e4160b4511'],['PLC54'],41.0,NONRESIDENTIAL.COMMERCIAL,2023-06-21,,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-852481,['24177f63-a886-4b74-a432-cd29b4a71baa'],['PLC58'],150.0,RESIDENTIAL,2020-02-25,,,,,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-852544,['f195da03-26d7-4b3f-808d-2fa5caf4689a'],['PLC58'],150.0,RESIDENTIAL,2020-02-25,,,,,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-852935,['95aa7ff1-0367-4b0e-a519-ac603a511e7f'],['PLC75'],120.0,NONRESIDENTIAL.COMMERCIAL,2020-02-25,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-853312,['8f47a99c-27e8-43bb-b18b-f8627df2df2a'],['PLC94'],122.0,MIXED,2021-02-02,,,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-853518,['dd21a0c1-5723-4abe-9ec5-c4577f1c7f23'],['PLC206'],545.0,RESIDENTIAL,2020-02-25,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-853781,['6fc6e3b9-28a1-4ae3-a267-50889417ac3c'],['PLC67'],45.0,MIXED,2024-05-08,,,,,,,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-854009,['2cb6130e-7191-4cd0-a102-4f64a3f0a960'],['PLC31'],80.0,MIXED,2025-03-06,,,,,,,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-854334,['8bdbe1bf-83c0-4a33-95c6-9b5ac67db66f'],['PLC163'],288.0,NONRESIDENTIAL.COMMERCIAL,2024-10-14,,,,,,,No,No,No,No,"Demand not generated, hence not paid",Yes,Yes
PT-1014-854509,['9ed8cb10-476e-4336-beaa-2d555d34970a'],['PLC121'],147.0,MIXED,2025-02-25,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-856986,['132aa821-0825-4449-a20a-f162e8bae1c0'],['PLC57'],98.67,NONRESIDENTIAL.COMMERCIAL,2020-02-26,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-857804,['deb95955-ef7c-48e5-8a45-26e0f4cb70c0'],['PLC54'],53.35,NONRESIDENTIAL.COMMERCIAL,2021-10-06,,,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,No,Yes
PT-1014-858437,"['5b85bea4-f81e-43a9-a53f-62c84aa307c4', 'f30653c6-c1e3-4ff2-a5d2-5d436df5c11c']",['PLC175'],900.0,MIXED,2025-03-11,,,,,,,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-859196,['e486704e-638f-4f82-b361-a8e3e6816e7a'],['PLC52'],23.0,NONRESIDENTIAL.COMMERCIAL,2020-02-26,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-859860,['bb8cec0d-4520-4c53-aed1-eba744dbdf7c'],['PLC194'],22.5,NONRESIDENTIAL.COMMERCIAL,2020-02-26,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
PT-1014-859958,['9351d8d5-5592-4d19-b1be-761bb7b889f0'],['PLC68'],146.7,MIXED,2024-09-21,,,,,,,Yes,Yes,Yes,Yes,No,Yes,Yes
